"memory_file","key","old_value","new_value","action"
"ProductModelMemory_CS.csv","Špongia na poťah Sanwei","Špongia na","na potah","manual"
"ProductModelMemory_CS.csv","Špongia na poťah SpinLord","Špongia na","na potah","manual"
"ProductModelMemory_CS.csv","Športová sukňa SpinWay","Športová sukňa","sportovní","manual"
"ProductModelMemory_CS.csv","Športová súprava Yasaka Acala","Športová súprava Acala","Acala","accepted"
"ProductModelMemory_CS.csv","Športové legíny SpinWay modré","Športové legíny modré","sportovní","manual"
"ProductModelMemory_CS.csv","Športové legíny SpinWay čierne","Športové legíny čierne","sportovní","manual"
"ProductModelMemory_CS.csv","Športové ponožky SpinWay dlhé","Športové dlhé","dlouhé","manual"
"ProductModelMemory_CS.csv","Športové ponožky SpinWay krátke","Športové krátke","Krátke","accepted"
"ProductModelMemory_CS.csv","Športové ponožky Yasaka Logo","Športové Logo","Logo","accepted"
"ProductModelMemory_CS.csv","šortky Andro Cuso","šortky Cuso","Cuso","accepted"
"ProductModelMemory_CS.csv","šortky Andro Tarox","šortky Tarox","Tarox","accepted"
