Name,Short Description,Description,Main Photo Filepath,Gallery Filepaths,Variants,URL
Butterfly - Challenger Attack,<strong>Sendvičový potah (krátké vroubky) určený pro útočníky u stolu a blokaře.</strong>,<p><strong>Sendvičový potah (krátké vroubky) určený pro útočníky u stolu a blokaře.</strong></p> <p>Rychlost 85 / Spin 73 / Kontrola 67 / Tvrdost houby střední</p>,H:\Desaka\Stoten\Full_10.01.2025\Photos\Butterfly - Challenger Attack\MainImage\2338-1_butterfly-belaege-challenger-attack-b.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Butterfly - Challenger Attack\GalleryImages\2338-1_butterfly-belaege-challenger-attack-b.jpg%3F62cac103|H:\Desaka\Stoten\Full_10.01.2025\Photos\Butterfly - Challenger Attack\GalleryImages\2338_butterfly-challenger-attack.jpg%3F62cac103,"{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""1,5""}, ""current_price"": 890.0, ""basic_price"": 890.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""1,7""}, ""current_price"": 890.0, ""basic_price"": 890.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""1,9""}, ""current_price"": 890.0, ""basic_price"": 890.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""2,1""}, ""current_price"": 890.0, ""basic_price"": 890.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""1,5""}, ""current_price"": 890.0, ""basic_price"": 890.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""1,7""}, ""current_price"": 890.0, ""basic_price"": 890.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""1,9""}, ""current_price"": 890.0, ""basic_price"": 890.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""2,1""}, ""current_price"": 890.0, ""basic_price"": 890.0, ""stock_status"": """"}",https://www.stoten.cz/sedvice/challenger-attack/
Dawei - 388C-1,<span><strong>Potah se středně dlouhými poměrně širokými a lehce žebrovanými vroubky značky Dawei s tvrdší houbou (44-46°).</strong></span>,"<p><span><strong>Potah se středně dlouhými poměrně širokými a lehce žebrovanými vroubky značky Dawei s tvrdší houbou (44-46°).</strong></span></p> <p><span><strong>Vhodný zejména útočnou hru a blokování, ale díky vyšší pružnosti lze s ním hrát i různé variace rotací.</strong></span></p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Dawei - 388C-1\MainImage\8444_dawei-388c-1.jpg%3F63e23627,H:\Desaka\Stoten\Full_10.01.2025\Photos\Dawei - 388C-1\GalleryImages\8444-1_dawei-388c-1.jpg%3F63e23dea|H:\Desaka\Stoten\Full_10.01.2025\Photos\Dawei - 388C-1\GalleryImages\8444_dawei-388c-1.jpg%3F63e23627,"{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""OX""}, ""current_price"": 400.0, ""basic_price"": 400.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""OX""}, ""current_price"": 400.0, ""basic_price"": 400.0, ""stock_status"": """"}",https://www.stoten.cz/sedvice/dawei-388c-1/
Spinlord - Degu,"Nový sendvič od fy SpinLord. Měkký, elastický s přelepvacím efektem. Typický sendvič se všemi přednostmi, tj.nepříjemný v pinku, nepříjemný v ""padajícím"" bloku, s rovným, neodskakujím míčkem při drajvu. Zařazuje se do kategorie OFF-.","<p>Nový sendvič od fy SpinLord. Měkký, elastický s přelepvacím efektem. Typický sendvič se všemi přednostmi, tj.nepříjemný v pinku, nepříjemný v ""padajícím"" bloku, s rovným, neodskakujím míčkem při drajvu. Zařazuje se do kategorie OFF-.</p> <p>rychlost: 8.5  / rotace: 9.5  /  kontrola: 9  /  tvrdost houby H.38</p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Spinlord - Degu\MainImage\3151_spinlord-degu.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Spinlord - Degu\GalleryImages\3151_spinlord-degu.jpg%3F62cac103,"{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""OX""}, ""current_price"": 700.0, ""basic_price"": 700.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""1,5""}, ""current_price"": 700.0, ""basic_price"": 700.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""1,8""}, ""current_price"": 700.0, ""basic_price"": 700.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""2,0""}, ""current_price"": 700.0, ""basic_price"": 700.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""OX""}, ""current_price"": 700.0, ""basic_price"": 700.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""1,5""}, ""current_price"": 700.0, ""basic_price"": 700.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""1,8""}, ""current_price"": 700.0, ""basic_price"": 700.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""2,0""}, ""current_price"": 700.0, ""basic_price"": 700.0, ""stock_status"": ""Dodání do 5 pracovních dní""}",https://www.stoten.cz/sedvice/degu/
Der Materialspezialist - Firestorm,Velmi silná kombinace nového typu povrchu a extrémně rychlé houby s efektem čerstvého přelepení. Potah vykazuje vynikající katapult a rušivý efekt. Plochá trajektorie míčku a necitlivost k příchozímu spinu díky jedinečné struktuře krátkých a na povrchu hladkých vroubků. Je zde i dostatečná kontrola i při vyšší rychlosti.,<p>Velmi silná kombinace nového typu povrchu a extrémně rychlé houby s efektem čerstvého přelepení. Potah vykazuje vynikající katapult a rušivý efekt. Plochá trajektorie míčku a necitlivost k příchozímu spinu díky jedinečné struktuře krátkých a na povrchu hladkých vroubků. Je zde i dostatečná kontrola i při vyšší rychlosti.</p> <p>Tempo : 108</p> <p>Kontrola: 90</p> <p>Efekt: 82</p>,H:\Desaka\Stoten\Full_10.01.2025\Photos\Der Materialspezialist - Firestorm\MainImage\5295_der-materialspezialist-firestorm.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Der Materialspezialist - Firestorm\GalleryImages\5295-1_der-materialspezialist-firestorm.jpg%3F62cac103|H:\Desaka\Stoten\Full_10.01.2025\Photos\Der Materialspezialist - Firestorm\GalleryImages\5295_der-materialspezialist-firestorm.jpg%3F62cac103,"{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""1,5""}, ""current_price"": 925.0, ""basic_price"": 925.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""1,8""}, ""current_price"": 925.0, ""basic_price"": 925.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""2,1""}, ""current_price"": 925.0, ""basic_price"": 925.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""1,5""}, ""current_price"": 925.0, ""basic_price"": 925.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""1,8""}, ""current_price"": 925.0, ""basic_price"": 925.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""2,1""}, ""current_price"": 925.0, ""basic_price"": 925.0, ""stock_status"": ""Dodání do 5 pracovních dní""}",https://www.stoten.cz/sedvice/der-materialspezialist-firestorm/
Der Materialspezialist - L.S.D. Long Super Defence,<span>Obranný potah s dlouhými vroubky. Maximum spinu při spodním čopu a při hře blízko u stolu. Speciální rozmístění vroubků nebezpečně mění křivku letu míče a úder se tak pro soupeře stává nevypočitatelným.</span>,<p><span>Obranný potah s dlouhými vroubky. Maximum spinu při spodním čopu a při hře blízko u stolu. Speciální rozmístění vroubků nebezpečně mění křivku letu míče a úder se tak pro soupeře stává nevypočitatelným.</span></p>,H:\Desaka\Stoten\Full_10.01.2025\Photos\Der Materialspezialist - L.S.D. Long Super Defence\MainImage\8474_longsuperdefence.jpg%3F63e4bb6c,H:\Desaka\Stoten\Full_10.01.2025\Photos\Der Materialspezialist - L.S.D. Long Super Defence\GalleryImages\8474_longsuperdefence.jpg%3F63e4bb6c,"{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""OX""}, ""current_price"": 880.0, ""basic_price"": 880.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""OX""}, ""current_price"": 880.0, ""basic_price"": 880.0, ""stock_status"": """"}",https://www.stoten.cz/sedvice/der-materialspezialist-l-s-d--long-super-defence/
DER MATERIALSPEZIALIST - SPINFIRE,"Cílem při vývoji SPINFIRE bylo zkonstruovat krátký VROUBEK, který je svými herními vlastnostmi srovnatelný s VROUBKOVANOU vnitřní gumou, ale je doplněn rušivým efektem moderní krátké vroubkované gumy a extrémně vysokou rychlostí.","<p>Cílem při vývoji SPINFIRE bylo zkonstruovat krátký VROUBEK, který je svými herními vlastnostmi srovnatelný s VROUBKOVANOU vnitřní gumou, ale je doplněn rušivým efektem moderní krátké vroubkované gumy a extrémně vysokou rychlostí.</p> <p>Se svými těsně přiléhajícími vroubky a identickou pryžovou směsí, převzatou z našeho špičkového modelu FIRESTORM, SPINFIRE produkuje značné hodnoty rotace při podání i při útočné hře topspinu.</p> <p>Obvyklé vynikající blokovací vlastnosti agresivní krátké vroubkované gumy jsou zachovány, čímž je generována nejen extrémně vysoká rychlost, ale také masivní rotace míče.</p> <p> </p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\DER MATERIALSPEZIALIST - SPINFIRE\MainImage\7828-1_der-materialspezialist-tischtennisbelag-spinfire-kurze-noppe-01-1.jpg%3F62e41d1b,H:\Desaka\Stoten\Full_10.01.2025\Photos\DER MATERIALSPEZIALIST - SPINFIRE\GalleryImages\7828_der-materialspezialist-tischtennisbelag-spinfire-kurze-noppe-02-1.jpg%3F62e41d2d|H:\Desaka\Stoten\Full_10.01.2025\Photos\DER MATERIALSPEZIALIST - SPINFIRE\GalleryImages\7828-1_der-materialspezialist-tischtennisbelag-spinfire-kurze-noppe-01-1.jpg%3F62e41d1b,"{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""1,8""}, ""current_price"": 1150.0, ""basic_price"": 1150.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""1,8""}, ""current_price"": 1150.0, ""basic_price"": 1150.0, ""stock_status"": """"}",https://www.stoten.cz/sedvice/der-materialspezialist-spinfire/
Dr. Neubauer - Diamant,Potah se středně dlouhými vroubky,"<p>Potah se středně dlouhými vroubky</p> <p>Allroundový potah s rušivým efektem; velmi dobrá kontrola při odvracení servisu, útoku, bloku a obraně díky jemným vroubkům; speciálně vyvinutá houba; rušivý efekt zejména při bloku a přímém úderu míče; nízký odraz míče.</p> <p>Verze 1,2: víceúčelová zbraň s nejvyšším rušivým efektem a kontrolou.</p> <p>Verze 1,5/1,8 a 2,1: zejména pro dynamickou útočnou hru.</p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Dr. Neubauer - Diamant\MainImage\4116_dr-20neubauer-20diamant.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Dr. Neubauer - Diamant\GalleryImages\4116_dr-20neubauer-20diamant.jpg%3F62cac103,"{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""OX""}, ""current_price"": 900.0, ""basic_price"": 900.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""1,5""}, ""current_price"": 900.0, ""basic_price"": 900.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""1,8""}, ""current_price"": 900.0, ""basic_price"": 900.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""2,1""}, ""current_price"": 900.0, ""basic_price"": 900.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""OX""}, ""current_price"": 900.0, ""basic_price"": 900.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""1,5""}, ""current_price"": 900.0, ""basic_price"": 900.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""1,8""}, ""current_price"": 900.0, ""basic_price"": 900.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""2,1""}, ""current_price"": 900.0, ""basic_price"": 900.0, ""stock_status"": """"}",https://www.stoten.cz/sedvice/diamant/
Dingo Swiss - Ding Yi,"<span id=""result_box"" lang=""cs"" xml:lang=""cs"">Díky tomuto novému sendvičovému povrchu, může být čopovaný úder mnohem ostřejší a účinnější. Proti topspinům umožňuje tento sendvič bezpečný, obranný blok, při útočných úderech je zajištěna velmi dobrá kontrola nad míčkem. Potah vyniká perfektními, všestrannými vlastnostm a vytváří tím při hře klidnou a výbornou atmosféru.<br/>Sám hráč Ding Yi hraje s krátkými řapíky (sendviči) od roku 1968. Za tyto roky získal mnoho zkušeností a dosáhl řady úspěchů. Je dvojnásobným mistrem světa veteránů v kategorii 40-50, 50-60 let a mistr Evropy v kategorii 50-60 let. Hrál na čtyřech OH a svůj největší úspěch dosáhl v Barceloně, kde skončil na 5. místě.<br/>Na základě svých znalostí a zkušeností, Ding Yi nechal vyvinout sendvič s elastickou, měkkou houbou a s větším rozměrem vroubku.Povrch sendviče je tak optimálně přizpůsoben novým ITTF plastových míčkům.</span>","<p><span id=""result_box"" lang=""cs"" xml:lang=""cs"">Díky tomuto novému sendvičovému povrchu, může být čopovaný úder mnohem ostřejší a účinnější. Proti topspinům umožňuje tento sendvič bezpečný, obranný blok, při útočných úderech je zajištěna velmi dobrá kontrola nad míčkem. Potah vyniká perfektními, všestrannými vlastnostm a vytváří tím při hře klidnou a výbornou atmosféru.<br/>Sám hráč Ding Yi hraje s krátkými řapíky (sendviči) od roku 1968. Za tyto roky získal mnoho zkušeností a dosáhl řady úspěchů. Je dvojnásobným mistrem světa veteránů v kategorii 40-50, 50-60 let a mistr Evropy v kategorii 50-60 let. Hrál na čtyřech OH a svůj největší úspěch dosáhl v Barceloně, kde skončil na 5. místě.<br/>Na základě svých znalostí a zkušeností, Ding Yi nechal vyvinout sendvič s elastickou, měkkou houbou a s větším rozměrem vroubku.Povrch sendviče je tak optimálně přizpůsoben novým ITTF plastových míčkům.</span></p> <p><span lang=""cs"" xml:lang=""cs"">rychlost 80  / spin 80  /  kontrola 90</span></p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Dingo Swiss - Ding Yi\MainImage\2707_dingo-swiss-ding-yi.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Dingo Swiss - Ding Yi\GalleryImages\2707_dingo-swiss-ding-yi.jpg%3F62cac103,"{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""2,0""}, ""current_price"": 990.0, ""basic_price"": 990.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""2,0""}, ""current_price"": 990.0, ""basic_price"": 990.0, ""stock_status"": """"}",https://www.stoten.cz/sedvice/ding-yi/
Dr. Neubauer - Nugget,"<span>Všestranný potah s krátkými vroubky, jehož hlavní výhodou je vysoká kontrola. Snadno hratelný, lze použít při bezpečném bloku. Produkuje také skvělý spin při obraně a poskytuje zajímavou alternativu klasickým sendvičům.</span>","<p><span>Všestranný potah s krátkými vroubky, jehož hlavní výhodou je vysoká kontrola. Snadno hratelný, lze použít při bezpečném bloku. Produkuje také skvělý spin při obraně a poskytuje zajímavou alternativu klasickým sendvičům.</span></p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Dr. Neubauer - Nugget\MainImage\8486_drneubauer-nugget.jpg%3F63e4d8f4,H:\Desaka\Stoten\Full_10.01.2025\Photos\Dr. Neubauer - Nugget\GalleryImages\8486_drneubauer-nugget.jpg%3F63e4d8f4,"{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""1,0""}, ""current_price"": 900.0, ""basic_price"": 900.0, ""stock_status"": """"}",https://www.stoten.cz/sedvice/dr--neubauer-nugget/
Friendship - Dr.Evil OX,"Vroubkovaný (sendvičový) potah Dr.Evil ve verzi OX, nahrazující ""staré dobré prkénko"", se kterým lze překvapivě dobře útočit i zahrát nečekaný spin či zpomalený a padající ""blok""..","<p>Vroubkovaný (sendvičový) potah Dr.Evil ve verzi OX, nahrazující ""staré dobré prkénko"", se kterým lze překvapivě dobře útočit i zahrát nečekaný spin či zpomalený a padající ""blok""..</p> <p>Rychlost 70 / Spin 50 / Kontrola 90 / </p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Friendship - Dr.Evil OX\MainImage\2770-1_zoom-fr-dr-evil.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Friendship - Dr.Evil OX\GalleryImages\2770-1_zoom-fr-dr-evil.jpg%3F62cac103,"{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""OX""}, ""current_price"": 420.0, ""basic_price"": 420.0, ""stock_status"": """"}",https://www.stoten.cz/sedvice/dr-evil-ox/
Friendship - Dr.Evil supersoft,"Sendvič s krátkými vroubky a s houbou typu ""měkká"" o tvrdosti H35, vhodný pro univerzální hru vč.solidního útoku a naopak i obranného bloku. Sendvič vyniká vysokou kontrolou a nepříjemným, plachtícím efektem při obranných úderech !!!","<p>Sendvič s krátkými vroubky a s houbou typu ""měkká"" o tvrdosti H35, vhodný pro univerzální hru vč.solidního útoku a naopak i obranného bloku. Sendvič vyniká vysokou kontrolou a nepříjemným, plachtícím efektem při obranných úderech !!!</p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Friendship - Dr.Evil supersoft\MainImage\2800_friendship-dr-evil-supersoft.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Friendship - Dr.Evil supersoft\GalleryImages\2800_friendship-dr-evil-supersoft.jpg%3F62cac103,"{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""1,8""}, ""current_price"": 450.0, ""basic_price"": 450.0, ""stock_status"": """"}",https://www.stoten.cz/sedvice/dr-evil-supersoft/
DHS - Dragonow,"Potah s krátkými vroubky má měkkou spodní houbu, zaručuje velmi dobré souznění rychlosti a kontroly. Tento sendvič má velký potenciál pro spinovou hru zásluhou speciálního tvaru vroubků.","<p>Potah s krátkými vroubky má měkkou spodní houbu, zaručuje velmi dobré souznění rychlosti a kontroly. Tento sendvič má velký potenciál pro spinovou hru zásluhou speciálního tvaru vroubků.</p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\DHS - Dragonow\MainImage\4203_dragonow.png%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\DHS - Dragonow\GalleryImages\4203_dragonow.png%3F62cac103,"{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""1,8""}, ""current_price"": 500.0, ""basic_price"": 500.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""2,0""}, ""current_price"": 500.0, ""basic_price"": 500.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""max""}, ""current_price"": 500.0, ""basic_price"": 500.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""1,8""}, ""current_price"": 500.0, ""basic_price"": 500.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""2,0""}, ""current_price"": 500.0, ""basic_price"": 500.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""max""}, ""current_price"": 500.0, ""basic_price"": 500.0, ""stock_status"": ""Dodání do 5 pracovních dní""}",https://www.stoten.cz/sedvice/dragonow/
Joola - Express Ultra,"Sendvič, který je vyroben již se zabudovaným přelepovacím efektem a jehož použití doporučujeme spíše hráčům, kteří již mají se sendvičem ""něco"" odehráno a jsou na způsob hry s vroubky natrénovaní a zvyklí. Použití Express Ultra je převážně pro offenzivní styl hry (aktivní blok, drive, pseudotopspiny).","<p>Sendvič, který je vyroben již se zabudovaným přelepovacím efektem a jehož použití doporučujeme spíše hráčům, kteří již mají se sendvičem ""něco"" odehráno a jsou na způsob hry s vroubky natrénovaní a zvyklí. Použití Express Ultra je převážně pro offenzivní styl hry (aktivní blok, drive, pseudotopspiny).</p> <p>rychlost 105 / rotace 82 / kontrola 82 / tvrdost houby H40</p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Joola - Express Ultra\MainImage\3001_joola-express-ultra.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Joola - Express Ultra\GalleryImages\3001_joola-express-ultra.jpg%3F62cac103,"{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""2,0""}, ""current_price"": 850.0, ""basic_price"": 850.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""max""}, ""current_price"": 850.0, ""basic_price"": 850.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""2,0""}, ""current_price"": 850.0, ""basic_price"": 850.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""max""}, ""current_price"": 850.0, ""basic_price"": 850.0, ""stock_status"": ""Dodání do 5 pracovních dní""}",https://www.stoten.cz/sedvice/express-ultra/
Palio - Flying Dragon,"Novinka v kategorii sendvičů od fy Palio. Továrně připravený sendvič s přelepovacím efektem ve vakuovém balení, vykazuje ohromnou rychlost a maximální rotaci mezi sendviči. Jeho výhodou je i výrazná plochá dráha míčku po úderu. Jeho nejlepší využití je pro topspinový útok blízko u stolu, maximálně ve střední vzdálenosti od stolu. Jeho vlastnosti podporuje měkká (soft) houba H36-38. S ohledem na maximální hranici tření stanovenou ITTF, je přidána přísada PANA-TETRA, která navíc zvyšuje životnost tohoto sendviče.","<p>Novinka v kategorii sendvičů od fy Palio. Továrně připravený sendvič s přelepovacím efektem ve vakuovém balení, vykazuje ohromnou rychlost a maximální rotaci mezi sendviči. Jeho výhodou je i výrazná plochá dráha míčku po úderu. Jeho nejlepší využití je pro topspinový útok blízko u stolu, maximálně ve střední vzdálenosti od stolu. Jeho vlastnosti podporuje měkká (soft) houba H36-38. S ohledem na maximální hranici tření stanovenou ITTF, je přidána přísada PANA-TETRA, která navíc zvyšuje životnost tohoto sendviče.</p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Palio - Flying Dragon\MainImage\3109_palio-flying-dragon.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Palio - Flying Dragon\GalleryImages\3109_palio-flying-dragon.jpg%3F62cac103,"{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""2,0""}, ""current_price"": 680.0, ""basic_price"": 680.0, ""stock_status"": """"}",https://www.stoten.cz/sedvice/flying-dragon/
Sanwei - Ghost (sendvič),"Sendvič určený pro útočné pojetí hry, nejlépe formou kontrů a aktivního bloku. Zároveň vyniká i možností útoku s rotací u sendvičů nezvyklou. Střední vroubky jsou širší, kuželovité s mírně žebrovým zakončením a jsou hustě vedle sebe, což nahrává velmi vysoké kontrole při úderech. Houba sendviče patří v tvrdosti mezi střední, tj.medium.","<p>Sendvič určený pro útočné pojetí hry, nejlépe formou kontrů a aktivního bloku. Zároveň vyniká i možností útoku s rotací u sendvičů nezvyklou. Střední vroubky jsou širší, kuželovité s mírně žebrovým zakončením a jsou hustě vedle sebe, což nahrává velmi vysoké kontrole při úderech. Houba sendviče patří v tvrdosti mezi střední, tj.medium.</p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Sanwei - Ghost (sendvič)\MainImage\3118_sanwei-ghost--sendvic-.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Sanwei - Ghost (sendvič)\GalleryImages\3118_sanwei-ghost--sendvic-.jpg%3F62cac103,"{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""1,8""}, ""current_price"": 450.0, ""basic_price"": 450.0, ""stock_status"": """"}",https://www.stoten.cz/sedvice/ghost--sendvic/
Spinlord - Gipfelsturm,"Zcela nový typ potahu s dlouhými vroubky; charakteristické jsou pro něj delší vroubky kuželovitého tvaru – jejich délka je větší než u ostatních potahů typu „tráva“; hraje podobně jako potahy s krátkými vroubky typu „sendvič“, liší se od nich svojí mírou nebezpečnosti; vytváří daleko více spinu než předchozí trávy; středně tvrdá houba a tvrdší topsheet nepopírají jemnost potahu – lze na něj použít herní techniku vhodnou pro softový potah s výhodou efektu „vroubků ven“.","<p>Zcela nový typ potahu s dlouhými vroubky; charakteristické jsou pro něj delší vroubky kuželovitého tvaru – jejich délka je větší než u ostatních potahů typu „tráva“; hraje podobně jako potahy s krátkými vroubky typu „sendvič“, liší se od nich svojí mírou nebezpečnosti; vytváří daleko více spinu než předchozí trávy; středně tvrdá houba a tvrdší topsheet nepopírají jemnost potahu – lze na něj použít herní techniku vhodnou pro softový potah s výhodou efektu „vroubků ven“.</p>",H:\Desaka\Stoten\Full_10.01.2025\Photos\Spinlord - Gipfelsturm\MainImage\3987_gipfelsturm2.jpg%3F62cac103,H:\Desaka\Stoten\Full_10.01.2025\Photos\Spinlord - Gipfelsturm\GalleryImages\3987_gipfelsturm2.jpg%3F62cac103,"{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""OX""}, ""current_price"": 700.0, ""basic_price"": 700.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""1,5""}, ""current_price"": 700.0, ""basic_price"": 700.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Červená"", ""Tloušťka houby"": ""1,8""}, ""current_price"": 700.0, ""basic_price"": 700.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""OX""}, ""current_price"": 700.0, ""basic_price"": 700.0, ""stock_status"": ""Dodání do 5 pracovních dní""}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""1,5""}, ""current_price"": 700.0, ""basic_price"": 700.0, ""stock_status"": """"}|{""key_value_pairs"": {""Barva"": ""Černá"", ""Tloušťka houby"": ""1,8""}, ""current_price"": 700.0, ""basic_price"": 700.0, ""stock_status"": ""Dodání do 5 pracovních dní""}",https://www.stoten.cz/sedvice/gipfelsturm/
