"KEY","VALUE"
"Donic Holz Epox Powerallround  gerade","Donic Epox Powerallround je všestranné dřevo kombinující rychlost a kontrolu, ideální pro moderní herní strategie v stolním tenise."
"Donic Holz Epox Powerallround  konkav","Donic Epox Powerallround je ideální vyvážené prkno pro všechny herní strategie s vysokou dynamikou a kontrolou při ofenzivním stolním tenisu."
"Donic Holz Epox Topspeed  anatomisch","Donic Epox Topspeed poskytuje maximální rychlost a dynamiku pro útočnou hru, zároveň podporuje všechny herní varianty v rychlém stolním tenisu."
"Donic Holz Epox Topspeed  gerade","Donic Epox Topspeed je nejrychlejší raketa s extrémní tuhostí, ideální pro ofenzivní a moderní vysokorychlostní stolní tenis."
"Donic Holz Epox Topspeed  konkav","Donic Epox Topspeed je nejrychlejší z řady EPOX, nabízející vysokou tuhost a dynamiku pro útočné hraní i variabilitu v pasivní hře."
"Donic Holz Esprit  gerade","Donic Esprit nabízí skvělou kontrolu a cit pro míček, ideální pro útočné hráče zaměřené na rotaci s dostatečnou dynamikou."
"Donic Holz Esprit  konkav","Donic Holz Esprit nabízí vysokou kontrolu a skvělý cit pro míč, ideální pro hráče, kteří hodnotí rotaci a útočnou dynamiku."
"Donic Holz J.O. Waldner Gold Edition  gerade","DONIC JO Waldner Gold Edition je exkluzivní ofenzivní pálka s perfektním citem pro moderní útočné hráče."
"Donic Holz J.O. Waldner Gold Edition  konkav","DONIC JO Waldner Gold Edition je speciální sedmivrstvé útočné dřevo s výborným citem, vyvinuté pro moderní útočné hráče."
"Donic Holz New Impuls 6.5  anatomisch","Donic Holz New Impuls 6.5 nabízí revoluční kontrolu a rychlost díky unikátní Impuls technologii, ideální pro hráče všech úrovní."
"Donic Holz New Impuls 6.5  gerade","Donic New Impuls 6.5 nabízí vynikající kontrolu a akceleraci míčku, je ideální pro hráče všech úrovní díky jedinečnému pocitu hry."
"Donic Holz New Impuls 6.5  konkav","Donic New Impuls 6.5 nabízí skvělou kontrolu a rychlost, ideální pro hráče všech úrovní s unikátními herními vlastnostmi."
"Donic Holz New Impuls 7.0  anatomisch","Donic New Impuls 7.0: Vynikající zrychlení míčku a kontrola pro ofenzivní hru s unikátními herními vlastnostmi a lehkou konstrukcí."
"Donic Holz New Impuls 7.0  gerade","Donic New Impuls 7.0 nabízí výjimečnou rychlost a kontrolu pro ofenzivní hru s vysokým spinem a elastickými vlastnostmi."
"Donic Holz New Impuls 7.0  konkav","Donic New Impuls 7.0 nabízí vynikající kontrolu a maximální rychlost pro útočnou hru s mimořádnou rotací a odolností."
"Donic Holz New Impuls 7.5  anatomisch","Donic New Impuls 7.5: Rychlost, kontrola a síla pro útočné hráče díky unikátní Impuls technologii a nové vrstvě lepení."
"Donic Holz New Impuls 7.5  gerade","Donic New Impuls 7.5: Rychlé dřevo pro ofenzivní styl; skvělá kontrola, spin a zvuk díky unikátní Impuls technologii."
"Donic Holz New Impuls 7.5  konkav","Donic New Impuls 7.5: Výborná rychlost a kontrola s revoluční Impuls technologií pro nevídaný spin a výkon. Ideální pro útočnou hru."
"Donic Holz Original Carbospeed  gerade","Donic Original Carbospeed je velmi rychlé karbonové prkno pro nekompromisní ofenzivní hráče preferující tvrdé topspiny a kontřešení."
"Donic Holz Original Carbospeed  konkav","Donic Original Carbospeed je extrémně rychlé a pevné útočné prkno s dobrou kontrolou, ideální pro tvrdé topspiny a kontrasměry."
"Donic Holz Original Exclusive Carbon  gerade","Donic Original Exclusive Carbon je nejrychlejší pálka z této série, ideální pro útočné hráče, nabízí dynamiku, rychlost a skvělou kontrolu."
"Donic Holz Original Exclusive Carbon  konkav","Donic Holz Original Exclusive Carbon je nejrychlejší pálka série, ideální pro útočné hráče hledající výkonné karbonové dřevo s dobrou kontrolou."
"Donic Holz Original No 1  gerade","Donic Holz Original č. 1 je tvrdé, rychlé a ideální pro dynamické útočné hráče, kteří chtějí skórovat prvním topspinem."
"Donic Holz Original No 1  konkav","Donic Holz Original No 1 kombinuje Ayous a Acryl-Carbon pro silné a vyvážené topspiny, ideální pro útočníky toužící po dynamické hře."
"Donic Holz Original No 1 Senso  gerade","Donic Holz Original No 1 Senso přináší sílu do vašich topspinů díky pečlivě zvoleným vrstvám, ideální pro dynamické útočné hráče."
"Donic Holz Original No 1 Senso  konkav","Donic Original No 1 Senso je rychlé a tvrdé dřevo ideální pro útočné hráče zaměřené na topspin díky své prémiové skládání a technologii SENSO."
"Donic Holz Original Senso Carbon  gerade","Donic Holz Original Senso Carbon: Dvouvrstvé ayous dýhy s karbonem pro velký sweetspot a vynikající cit při úderu. Vhodné pro kontrolovanou ofenzivu."
"Donic Holz Original Senso Carbon  konkav","Donic Holz Original Senso Carbon nabízí vynikající cit pro míček díky dvojnásobné vrstvě Ayous s carbonovými vložkami pro velký sweetspot."
"Donic Holz Original Senso V1  anatomisch","Donic Holz Original Senso V1: Sedmivrstvá pálka pro dynamické útočné hráče, kteří chtějí bodovat tvrdými údery."
"Donic Holz Original Senso V1  gerade","Donic Holz Original Senso V1 je rychlé, dynamické a průrazné prkno určené pro agresivní útočné hráče."
"Donic Holz Original Senso V1  konkav","Donic Holz Original Senso V1 je rychlé a dynamické pálkařské dřevo s kombinací 7 vrstev pro útočnou hru tvrdými údery."
"Donic Holz Original Senso V1  penholder","Donic Holz Original Senso V1 je rychlá, dynamická dřevo s karbonovou technologií pro agresivní útočníky s tvrdými údery."
"Donic Holz Original Senso V2  anatomisch","Donic Holz Original Senso V2 nabízí hráčům vysokou kontrolu a sílu díky pěti vrstvám a vyváženým herním vlastnostem pro variabilní útok."
"Donic Holz Original Senso V2  gerade","Donic Original Senso V2: Pětivrstvá pálka pro všestranné hráče s velkou kontrolou a silným úderem, s měkkým vnějším mahagonovým dýhou."
"Donic Holz Original Senso V2  konkav","Donic Original Senso V2 - pětivrstvé dřevo pro hráče s kontrolou a velkou razancí, mahagonové povrchové vrstvy, pro univerzální hráče s útočným stylem."
"Donic Holz Original True Carbon  anatomisch","Donic Holz Original True Carbon: Ideální pro útočné hráče hledající rychlost a kontrolu díky vrstvené konstrukci s karbonem."
"Donic Holz Original True Carbon  gerade","Donic Holz Original True Carbon: Perfektní spojení rychlosti a citu, ideální pro útočné hráče hledající kontrolu a sílu nad stolem."
"Donic Holz Original True Carbon  konkav","Donic Holz Original True Carbon kombinuje rychlost a cit pro hru díky pěti dřevěným vrstvám a dvěma vrstvám karbonu, ideální pro útočné hráče."
"Donic Holz Original True Carbon Inner  anatomisch","Donic Holz Original True Carbon Inner kombinuje měkčí úder a vysokou kontrolu pro útočné hráče, kteří hledají špičkovou kvalitu."
"Donic Holz Original True Carbon Inner  gerade","Donic Holz Original True Carbon Inner kombinuje kontrolovaný útok s měkčím pocitem a vyšší kontrolou díky inovativním uhlíkovým vláknům."
"Donic Holz Original True Carbon Inner  konkav","Donic Holz Original True Carbon Inner nabízí kontrolovaný útočný styl s měkčím dotekem a vysokou kontrolou pro ofenzivní hráče."
"Donic Holz Persson Exclusive OFF  anatomisch","Donic Persson Exclusive OFF je ideální pro hráče s útočným stylem, nabízí výbornou kontrolu a sílu pro rychlé topspiny a tvrdé údery."
"Donic Holz Persson Exclusive OFF  gerade","Donic Persson Exclusive OFF je rychlé dřevo ideální pro útočný stolní tenis s vysokou kontrolou a silnými topspiny."
"Donic Holz Persson Exclusive OFF  konkav","Donic Persson Exclusive OFF je rychlé dřevo pro hráče preferující ofenzivní hru s různými rotacemi pro vysokou kontrolu a sílu."
"Donic Holz Persson Jubilee 40  gerade","DONIC Persson Jubilee 40, navržený s pomocí Jörgena Perssona, je ideální dřevo pro ofenzivní hráče díky své kontrole a síle."
"Donic Holz Persson Jubilee 40  konkav","DONIC Persson Jubilee 40 je kvalitní pálka ideální pro ambiciózní hráče, kteří preferují kontrolované útoky."
"Donic Holz Persson Off World Champion 89  gerade","DOINIC Persson OFF+ World Champion 89: Rychlé a tvrdé útočné dřevo pro agresivní hráče, inspirované švédskými legendami."
"Donic Holz Persson Off World Champion 89  konkav","DONIC Persson OFF+ World Champion 89 je rychlé a tvrdé pálko pro nekompromisní útočné hráče, vyrobené přesnou ruční prací v Německu."
"Donic Holz Persson Power Allround  anatomisch","Donic dřevo Persson Power Allround nabízí skvělou kontrolu a rychlost pro všestranné hráče s útočnými ambicemi."
"Donic Holz Persson Power Allround  gerade","Donic Persson Power Allround je všestranná pálka pro hráče s útočnými ambicemi, s dobrou kontrolou, rychlostí a vynikajícím citem pro míček."
"Donic Holz Persson Power Allround  konkav","Donic Persson Power Allround je ideální dřevo pro útočně laděné univerzální hráče díky prodlouženému kontaktu s míčkem a skvělé kontrole."
"Donic Holz Persson Power Allround  konkav small","Donic Holz Persson Power Allround: Skvělé ovládání a vysoká rychlost pro univerzální hráče s útočnými ambicemi."
"Donic Holz Persson Power AR Senso V1  anatomisch","Donic Persson Power AR Senso V1: Agresivní všestranné vlastnosti, relativně rychlá s perfektní kontrolou míčku."
"Donic Holz Persson Power AR Senso V1  gerade","Donic Persson Power AR Senso V1: Rychlejší dřevo s perfektní kontrolou míčku pro agresivní allround styl."
"Donic Holz Persson Power AR Senso V1  konkav","Donic Holz Persson Power AR Senso V1: Moderní agresivní všestranná pálka s rychlostí a perfektní kontrolou míče."
"Donic Holz Persson Power AR Senso V2  anatomisch","Donic Holz Persson Power AR Senso V2: Moderní herní dřevo, agresivní všestrannost, rychlé s dokonalou kontrolou míčku."
"Donic Holz Persson Power AR Senso V2  gerade","Donic Holz Persson Power AR Senso V2: Rychlé a přesné allround pálky s dokonalou kontrolou míčku."
"Donic Holz Persson Power AR Senso V2  konkav","Donic Holz Persson Power AR Senso V2: Rychlé, s perfektní kontrolou míčku, ideální pro útočnou všestrannou hru."
"Donic Holz Persson Power Carbon Senso V1  gerade","Donic Holz Persson Power Carbon Senso V1 kombinuje extrémní rychlost s kontrolou díky Senso V1 pro výbušnou a přesnou hru."
"Donic Holz Persson Power Carbon Senso V1  konkav","Donic Persson Power Carbon Senso V1 je extrémně rychlé pálka s dvěma vrstvami karbonu, která zachovává skvělou kontrolu díky Senso V1 úchopu."
"Donic Holz Persson Powerplay  anatomisch","Donic Persson Powerplay poskytuje dostatek síly ve všech úderech díky lepšímu pocitu pro míček a zvýšené kontrole."
"Donic Holz Persson Powerplay  gerade","Donic Persson Powerplay nabízí dostatek síly při úderech díky sníženým vibracím a zlepšené kontrole míčku."
"Donic Holz Persson Powerplay  konkav","Donic Persson Powerplay poskytuje výjimečný pocit míčku a kontrolu díky sníženým vibracím."
"Donic Holz Persson Powerplay Senso V1  anatomisch","Donic Persson Powerplay Senso V1 je útočné prkno s vynikajícím citem pro míček, ideální pro rychlou a kontrolovanou hru."
"Donic Holz Persson Powerplay Senso V1  gerade","Donic Persson Powerplay Senso V1, testovaný Jörgenem Perssonem, nabízí skvělou kontrolu a cit u rychlých švédských útočných raket."
"Donic Holz Persson Powerplay Senso V1  konkav","Donic Holz Persson Powerplay Senso V1 je rychlá, 7vrstvá útočná pálka s vynikající odezvou a citem díky SENSO technologii."
"Donic Holz Persson Powerplay Senso V2  anatomisch","Donic Persson Powerplay Senso V2 je rychlé švédské útočné dřevo s vynikající kontrolou díky SENSO technologii."
"Donic Holz Persson Powerplay Senso V2  gerade","Donic Persson Powerplay Senso V2 je švédská útočná pálka s vynikajícím citem a kontrolou díky SENSO technologii."
"Donic Holz Persson Powerplay Senso V2  konkav","Donic Persson Powerplay Senso V2 je útočné dřevo s technologií SENSO pro lepší cit a kontrolu při všech úderech."
"Donic Holz Persson Seven  gerade","Donic Persson Seven je ofenzivní pálka s měkkým pocitem pro topspinové hráče; ideální pro variabilní útočné taktiky se spinem a kontrolou."
"Donic Holz Persson Seven  konkav","Donic Persson Seven je ofenzivní pálka pro dynamickou topspin hru s měkkým citem, ideální pro variabilní útoky s kontrolovaným spinem a rychlostí."
"Donic Holz Relevant  anatomisch","Donic Relevant je nová čínská pálka s technologií Certran, poskytuje dynamiku, kontrolu, cit pro míček; ideální pro ofenzivní hráče."
"Donic Holz Relevant  gerade","Donic Relevant je nové útočné dřevo z Číny s technologií Certran pro zvýšenou odolnost a vynikající cit při hře."
"Donic Holz Relevant  konkav","Donic Relevant je nová čínská pingpongová pálka, která kombinuje sílu a cit díky syntetickému vláknu Certran."
"Donic Holz Waldner Allplay  anatomisch","Donic Holz Waldner Allplay nabízí vynikající kontrolu míčku a flexibilitu s klasickým Waldner designem pro všestranné herní styly."
"Donic Holz Waldner Allplay  gerade","Legendární DONIC Allround prkno ve Waldner designu nabízí vynikající kontrolu míčku a flexibilitu pro všechny herní strategie."
"Donic Holz Waldner Allplay  konkav","Donic Holz Waldner Allplay je legendární univerzální dřevo s vynikající kontrolou míčku a špičkovou švédskou kvalitou zpracování."
"Donic Holz Waldner Black Devil CB  anatomisch","Donic Waldner Black Devil CB kombinuje karbon a balsa pro skvělou kontrolu a sílu, ideální pro útočné hráče stolního tenisu."
"Donic Holz Waldner Black Devil CB  gerade","Donic Waldner Black Devil CB kombinuje karbon a balsu pro skvělou kontrolu a dynamiku, ideální pro moderní útočné hráče."
"Donic Holz Waldner Black Devil CB  konkav","Donic Waldner Black Devil CB kombinuje Balsu a karbon pro skvělou kontrolu a sílu, ideální pro moderní útočné hráče."
"Donic Holz Waldner Dicon  anatomisch","Donic Waldner Dicon umožňuje přímou kontrolu díky unikátnímu konstrukčnímu řešení, které zlepšuje pocit při hře."
"Donic Holz Waldner Dicon  gerade","Donic Waldner Dicon přináší přímou kontrolu díky konstrukci, která zlepšuje cit pro míček a zvyšuje rychlost pálky."
"Donic Holz Waldner Dicon  konkav","Donic Waldner Dicon: Přináší přímou kontrolu a vylepšený pocit z míčku díky speciální konstrukci rukojeti."
"Donic Holz Waldner Exclusive AR+  anatomisch","Donic Waldner Exclusive AR+: Kombinace síly útočného dřeva a citlivosti všestranného dřeva pro hráče, kteří hrají variabilní topspin blízko stolu."
"Donic Holz Waldner Exclusive AR+  gerade","Donic Waldner Exclusive AR+ nabízí skvělou kontrolu a rychlost pro všestranné hráče s útočným stylem blízko stolu i z polodálky."
"Donic Holz Waldner Exclusive AR+  konkav","Donic Waldner Exclusive AR+ nabízí skvělou kontrolu a rychlost pro všestranné hráče s variabilním topspinem blízko stolu a z polodálky."
"Donic Holz Waldner Legend Carbon  gerade","Donic Waldner Legend Carbon je rychlé, lehké útočné dřevo s větším sweetspotem pro lepší cit, ideální pro ofenzivní hráče u stolu."
"Donic Holz Waldner Legend Carbon  konkav","Donic Waldner Legend Carbon: Rychlé, lehké útočné prkno s velkým sweetspotem, ideální pro ofenzivní hráče blízko stolu s vysokou razancí."
"Donic Holz Waldner Off World Champion 89   gerade","DONIC Waldner OFF World Champion 89 je lehké útočné dřevo s vynikající kontrolou a citlivostí, vyrobené v Německu pro precizní hráče."
"Donic Holz Waldner Off World Champion 89   konkav","DONIC Waldner OFF World Champion 89 je raketa pro útočné hráče s vysokou kontrolou, rychlá a citlivá, vyrobena s německou precizností."
"Donic Holz Waldner Offensiv anatomisch","Donic Holz Waldner Offensive 2016 je speciální edice pálky, nabízející kombinaci rychlosti a kontroly, inspirována stylem legendy Jana-Ove Waldnera."
"Donic Holz Waldner Offensiv gerade","Donic Holz Waldner Offensiv 2016 je speciální edice, která nabízí rychlost a kontrolu, inspirovaná stylem Jana-Ove Waldnera."
"Donic Holz Waldner Offensiv konkav","Donic Holz Waldner Offensiv 2016 je speciální edice pálky, která kombinuje rychlost a kontrolu, přesně jako hra Jana-Ove Waldnera."
"Donic Holz Waldner Senso Carbon  anatomisch","Donic Waldner Senso Carbon je pingpongové prkno s vynikající rovnováhou mezi rychlostí a kontrolou díky karbonovým vložkám a Senso V1 technologií."
"Donic Holz Waldner Senso Carbon  gerade","Donic Waldner Senso Carbon vychází z Donic Allplay, nabízí jedinečný cit pro hru díky karbonovým vložkám, kombinuje rychlost a kontrolu."
"Donic Holz Waldner Senso Carbon  konkav","Donic Waldner Senso Carbon nabízí unikátní pocit hry s výjimečnou rychlostí a kontrolou díky dvěma karbonovým vložkám a Senso V1 dutině."
"Donic Holz Waldner Senso Ultra Carbon  anatomisch","Donic Waldner Senso Ultra Carbon je lehké carbonové dřevo s vynikajícím citem pro míč, vyvinuté Jan-Ove Waldnerem pro vyšší rychlost."
"Donic Holz Waldner Senso Ultra Carbon  gerade","Donic Waldner Senso Ultra Carbon je lehké karbonové prkno s vynikajícím citem pro míček, vyvinuté ve spolupráci s Jan-Ove Waldnerem."
"Donic Holz Waldner Senso Ultra Carbon  konkav","Donic Waldner Senso Ultra Carbon je rychlé, lehké karbonové dřevo s vynikajícím citem pro míč, vyvinuté ve spolupráci s Jan-Ove Waldnerem."
"Donic Holz Waldner Senso V1  anatomisch","Donic Holz Waldner Senso V1 nabízí ideální rychlost mezi Appelgren Allplay a Persson Powerplay s optimálním mixem kontroly a rychlosti."
"Donic Holz Waldner Senso V1  gerade","Donic Waldner Senso V1 je ideální všestranné prkno s ideálním poměrem rychlosti a kontroly díky optimalizovaným dutinám."
"Donic Holz Waldner Senso V1  konkav","Pálka Donic Waldner Senso V1 je rychlejší než Appelgren Allplay a nabízí skvělou kontrolu míčku s optimalizací rychlosti díky V1 dutině."
"Donic Holz Waldner Senso V2  anatomisch","Donic Waldner Senso V2 nabízí ideální rovnováhu mezi rychlostí a kontrolou pro stolní tenis díky inovativní švédské konstrukci."
"Donic Holz Waldner Senso V2  gerade","Donic Holz Waldner Senso V2 je skvělou volbou pro hráče vyžadující zvýšenou kontrolu a vyváženou rychlost."
"Donic Holz Waldner Senso V2  konkav","Donic Waldner Senso V2 je ideální pálka mezi Appelgren Allplay a Persson Powerplay s optimalizací pro lepší kontrolu při stejném tempu."
"Donic Holz Whiper Inner Carbon  gerade","DONIC WHIPER INNER CARBON nabízí super kontrolu a střední rychlost pro allround hráče, ideální pro přesné útočné údery."
"Donic Holz Whiper Inner Carbon  konkav","DONIC WHIPER INNER CARBON nabízí vynikající kontrolu a cit s mírnou rychlostí, ideální pro hráče preferující precizní útoky."
"Donic Holz Whiper Outer Carbon  gerade","DONIC WHIPER OUTER CARBON: Ofenzivní pálka s dvěma vrstvami Hyramid Carbon pod limbou nabízí dynamiku a kontrolu pro útočné hráče."
"Donic Holz Whiper Outer Carbon  konkav","DONIC WHIPER OUTER CARBON: Rychlé, dynamické útočné dřevo se skvělou kontrolou díky Hyramid Carbon vrstvám, ideální pro ofenzivní hráče."
"Donic Holz World Champion 89 Persson  gerade","DONIC Persson OFF+ World Champion 89 je rychlé a tvrdé dřevo ideální pro nekompromisní útočníky, vyrobené prvotřídně v Německu."
"Donic Holz World Champion 89 Persson  konkav","Donic Persson OFF+ je rychlé a tvrdé pálko pro nekompromisní útočné hráče, vysoce kvalitně ručně vyrobené v Německu."
"Donic Holz WX Dotec Control Plus  gerade","Donic WX Dotec Control Plus je ideální pálka pro hráče, kteří kladou důraz na kontrolu a precizní zpětnou vazbu míče."
"Donic Holz Xtreme  gerade","DONIC DOTEC XTREME je inovativní karbonová pálka pro stolní tenis, která nabízí skvělou dynamiku a cit při úderu, ideální pro útočné hráče."
"Donic Holz Xtreme  konkav","DONIC XTREME s novým karbonem STC nabízí výjimečnou tuhost a lehkost, skvělou odezvu míčku a prvotřídní zpracování pro útočné hráče."
"Donic Holz Zhang Jike New Era  gerade","DONIC ZHANG JIKE NEW ERA je ideální pro moderní hráče, kteří hledají rovnováhu mezi rychlostí a kontrolou díky unikátní konstrukci s TRIO UAC vlákny."
"Donic Holz Zhang Jike New Era  konkav","DONIC ZHANG JIKE NEW ERA je ideální pro allround a ofenzivní hráče, kteří hledají rovnováhu mezi rychlostí a kontrolou s výborným citem pro míček."
"Donic Holz Zhang Jike Original Carbon  gerade","DONIC ZHANG JIKE ORIGINAL CARBON je ofenzivní dřevo pro ambiciózní hráče s dynamickým a silným úderem a skvělou kontrolou."
"Donic Holz Zhang Jike Original Carbon  konkav","DONIC Zhang Jike Original Carbon: legendární raketa pro dynamické útočné hráče s perfektní kontrolou a silnými údery."
"Donic Holzversiegelung Pro 30ml","Donic ochranný lak Pro na vodní bázi chrání dřevo pálky před třepením při odstraňování potahů. Balení obsahuje 30 ml a 6 houbiček."
"Donic Hoodie Trip schwarz L","Vysoce kvalitní mikina s kapucí na zip a dvěma předními kapsami z bavlněného polyesteru."
"Donic Hoodie Trip schwarz M","Vysoce kvalitní mikina na zip z husté směsi bavlny a polyesteru s 2 předními kapsami."
"Donic Hoodie Trip schwarz S","Vysoce kvalitní mikina s kapucí z pevného bavlněno-polyesterového materiálu se zipem a dvěma kapsami."
"Donic Hoodie Trip schwarz XL","Kvalitní mikina s kapucí ze silného směsi bavlny a polyesteru se zipem a dvěma předními kapsami."
"Donic Hoodie Trip schwarz XS","Vysoce kvalitní mikina s kapucí na zip, ideální pro stolní tenis, z kombinace bavlny a polyesteru."
"Donic Hoodie Trip schwarz XXL","Vysoce kvalitní mikina s kapucí z hrubého bavlněno-polyesterového materiálu, se zipem a dvěma předními kapsami."
"Donic Hoodie Trip schwarz XXS","Vysoce kvalitní mikina na zip z hustého bavlněno-polyesterového materiálu, ideální pro stolní tenis."
"Donic Hoodie Trip schwarz XXXL","Vysokokvalitní mikina z bavlna-polyesteru pro stolní tenis, se zipem a dvěma kapsami."
"Donic Hoodie Trip schwarz XXXXL","Vysoce kvalitní mikina na zip z bavlněno-polyesterové směsi, 2 přední kapsy."
"Donic Jacke Aspen schwarz L","Prošívaná teplá bunda na stolní tenis s odnímatelnou kapucí, vyrobena z ekologického Repreve® materiálu."
"Donic Jacke Aspen schwarz M","Zateplená bunda Aspen od Donic s odnímatelnou kapucí, vyrobená z ekologického materiálu Repreve®, s dvěma kapsami na zip."
"Donic Jacke Aspen schwarz S","Zateplená bunda DONIC Jacke ASPEN z recyklovaných materiálů s odepínatelnou kapucí a kapsami na zip."
"Donic Jacke Aspen schwarz XL","Zateplená bunda na stolní tenis s odnímatelnou kapucí, větru a vodě odolná, vyrobená z recyklovaných lahví. Materiál: 100% polyester."
"Donic Jacke Aspen schwarz XS","Polstrovaná bunda s odnímatelnou kapucí, vyrobena z recyklovaných materiálů, větru- a voděodolná, se dvěma kapsami na zip."
"Donic Jacke Aspen schwarz XXL","Zateplená bunda s odepínatelnou kapucí vyrobená z recyklovaného materiálu Repreve®. Dvě boční kapsy na zip."
"Donic Jacke Aspen schwarz XXS","Zateplená bunda s odnímatelnou kapucí z recyklovaného materiálu, větru a voděodolná. 100% polyester."
"Donic Jacke Aspen schwarz XXXL","Prošívaná hřejivá bunda s odnímatelnou kapucí a dvěma bočními kapsami na zip, vyrobená z recyklovaného materiálu, odolná proti větru i vodě."
"Donic Kantenband 10mm/50m","DONIC ochranná páska na hrany: trvalá samolepicí černá/červená páska, ideální k ochraně okraje pingpongové pálky, šířka 10 mm, role 50 metrů."
"Donic Kantenband 10mm/5m","DONIC ochranná páska: ideální pro ping-pongové pálky, trvale samolepící, černo-červená, 10 mm, role 5 metrů."
"Donic Kantenband 12mm  5m","Donic ochranná páska na hrany: Ideální ochrana pro Vaše pingpongové pálky, trvale samolepící, černá/červená, 12mm, role 5m."
"Donic Kantenband 12mm/50m","DONIC ochranná páska na hranu pálky, trvale samolepicí, černo-červená, 12mm, 50m role."
"Donic Kleber Blue Contact 1000 ml","Donic Blue Contact je lepidlo na potahy přizpůsobené pro velkopórovité houby, zlepšuje rotaci a rychlost, vhodné pro soutěže podle ITTF pravidel."
"Donic Kleber Blue Contact 90 ml","Donic Blue Contact je speciální lepidlo pro velkoporézní houby, zvyšuje rotaci a rychlost potahu, vhodné pro všechny soutěže dle ITTF."
"Donic Kleber Contact Pro 90ml","DONIC CONTACT PRO je VOC-free lepidlo na stolní tenis, ideální pro porézní houbičky. Jednoduchá aplikace, lepší přenos míčku. Baleno v tubě."
"Donic Kleber Formula Pro 30 ml","DONIC FORMULA PRO je snadno použitelný lepidlo pro stolní tenis na přírodní bázi vhodný pro napnuté potahy. 30 ml lahvička, vyrobeno v Německu."
"Donic Kleber Vario Clean 37 ml","Donic Vario Clean je vodou ředitelné lepidlo bez VOC pro bezpečnou montáž potahů, snadné použití a rychlé schnutí. Včetně aplikačních houbiček."
"Donic Kleber Vario Clean 90 ml","Donic Vario Clean je vodní lepidlo pro stolní tenis bez VOC, rychle schne a snadno se používá. Aplikujte houbičkou a uložte v chladu."
"Donic Long Sleeve Black Series schwarz L","Univerzální černý funkční dres z lehkého materiálu, odvádí pot a udržuje suchou pokožku. Vhodný pro potisk, k dispozici i jako tričko."
"Donic Long Sleeve Black Series schwarz M","Černá série DONIC Long Sleeve, pohodlné tričko z materiálu Honeycomb Drylite, které odvádí pot, je také dostupné jako tričko s krátkým rukávem."
"Donic Long Sleeve Black Series schwarz S","Černá série DONIC: Pánské tričko z prodyšného materiálu Honeycomb, které odvádí pot, udržuje sucho a nabízí prostor pro potisk."
"Donic Long Sleeve Black Series schwarz XL","DONIC Long Sleeve BLACK SERIES: Kvalitní prodyšné funkční tričko z polyesteru Honeycomb Drylite pro pohodlí a suchou pokožku při stolním tenisu."
"Donic Long Sleeve Black Series schwarz XS","DONIC Long Sleeve BLACK SERIES: Funkční triko pro stolní tenis z prodyšného Drylite materiálu, s prostorem pro potisk. 100% polyester."
"Donic Long Sleeve Black Series schwarz XXL","DONIC Long Sleeve BLACK SERIES: Unikátní dres z materiálu Honeycomb Drylite, perfektně odvádí pot, udržuje sucho, ideální pro potisk."
"Donic Long Sleeve Black Series schwarz XXS","DONIC dlouhý rukáv BLACK SERIES: Komfortní a prodyšný polyesterový materiál vhodný pro potisk. K dispozici také jako tričko."
"Donic Long Sleeve Black Series schwarz XXXL","Černý dlouhý rukáv DONIC BLACK SERIES vyniká pohodlným materiálem Honeycomb a technologií Drylite pro odvod potu a sucho."
"Donic Mobiler Ballkorb Coachy schwarz","DONIC Mobilní košík na míčky Coachy: Cenově dostupný pomocník pro multiball a trénink podání, pojme až 200 míčků, výškově nastavitelný, s kolečky."
"Donic Netz Stress grau/blau","DONIC Netz Stress: Odolná ocelová konstrukce, plastem potažená, velké upevňovací šrouby, velmi odolná, ITTF schválená."
"Donic Netz Stress schwarz/blau","DONIC Netz Stress je velmi odolná síťka na stolní tenis s kovovými konstrukcemi, ITTF schválená, v barvách zelené nebo modré."
"Donic Netzgarnitur Clip Pro grau/blau","Robustní, ITTF schválená síť na stolní tenis s jednoduchou montáží pomocí klipu, nastavitelnou výškou a vhodná pro stoly do 25 mm."
"Donic Netzgarnitur Clip Pro schwarz/blau","Odolná sada pro stolní tenis DONIC s rychlým klipovým systémem, nastavitelnou výškou sítě a vhodná pro stoly do tloušťky 25 mm."
"Donic Newgy Robo-Caddy","DONIC Newgy Robo-Caddy je praktické příslušenství pro všechny modely Robo-Pong, umožňuje trénink s variabilní vzdáleností a úhly."
"Donic Poloshirt Fire marine/lime L","DONIC Polotriko FIRE má lehký a prodyšný materiál s prostorem pro týmová loga na zádech, ideální pro hráče stolního tenisu."
"Donic Poloshirt Fire marine/lime M","Dvoubarevné polotričko z prodyšného Drylite materiálu s digitálním potiskem vpředu. Skvělé pro potisk log týmu či sponzorů na zadní straně."
"Donic Poloshirt Fire marine/lime S","DONIC polokošile FIRE kombinuje dvě barvy a je ideální pro potisk log klubu či sponzora. Vyrobena z prodyšného materiálu Drylite."
"Donic Poloshirt Fire marine/lime XL","Dvoubarevné funkční polotričko z prodyšného materiálu Drylite, ideální pro potisk klubových nebo sponzorských log."
"Donic Poloshirt Fire marine/lime XS","DONIC polokošile FIRE je dvoubarevná s digitálním potiskem vpředu, prodyšná a z lehkého Drylite polyesteru, vhodná pro klubová loga."
"Donic Poloshirt Fire marine/lime XXL","DONIC polokošile FIRE je lehká a prodyšná, ideální pro potisk log klubu či sponzora. Materiál: 100% polyester Drylite."
